episode,reward,moving_average_100
2717,-200.0,-194.35
2718,-200.0,-194.35
2719,-200.0,-194.35
2720,-200.0,-194.35
2721,-200.0,-194.55
2722,-200.0,-194.55
2723,-200.0,-194.55
2724,-200.0,-194.55
2725,-200.0,-194.55
2726,-200.0,-194.55
2727,-200.0,-194.55
2728,-200.0,-194.55
2729,-193.0,-194.55
2730,-200.0,-194.97
2731,-197.0,-195.17
2732,-195.0,-195.5
2733,-186.0,-195.36
2734,-200.0,-195.36
2735,-200.0,-195.7
2736,-157.0,-195.27
2737,-196.0,-195.23
2738,-162.0,-195.05
2739,-200.0,-195.05
2740,-187.0,-194.92
2741,-199.0,-195.33
2742,-163.0,-195.37
2743,-200.0,-195.79
2744,-200.0,-196.22
2745,-200.0,-196.22
2746,-198.0,-196.2
2747,-157.0,-195.77
2748,-200.0,-195.77
2749,-193.0,-195.78
2750,-184.0,-195.62
2751,-170.0,-195.4
2752,-200.0,-195.79
2753,-200.0,-196.18
2754,-200.0,-196.32
2755,-200.0,-196.32
2756,-160.0,-195.92
2757,-200.0,-196.23
2758,-191.0,-196.14
2759,-183.0,-195.97
2760,-200.0,-195.97
2761,-200.0,-195.97
2762,-160.0,-195.57
2763,-200.0,-195.57
2764,-200.0,-195.57
2765,-200.0,-195.75
2766,-197.0,-195.87
2767,-168.0,-195.55
2768,-200.0,-195.55
2769,-200.0,-195.96
2770,-200.0,-195.96
2771,-200.0,-195.96
2772,-169.0,-195.65
2773,-200.0,-195.65
2774,-200.0,-195.65
2775,-200.0,-195.65
2776,-200.0,-195.65
2777,-200.0,-195.65
2778,-200.0,-195.65
2779,-200.0,-195.65
2780,-200.0,-195.65
2781,-200.0,-195.65
2782,-200.0,-195.65
2783,-176.0,-195.41
2784,-200.0,-195.41
2785,-200.0,-195.41
2786,-200.0,-195.41
2787,-200.0,-195.41
2788,-200.0,-195.41
2789,-200.0,-195.41
2790,-188.0,-195.29
2791,-174.0,-195.03
2792,-200.0,-195.03
2793,-200.0,-195.03
2794,-200.0,-195.03
2795,-200.0,-195.03
2796,-200.0,-195.03
2797,-200.0,-195.03
2798,-200.0,-195.03
2799,-200.0,-195.03
2800,-200.0,-195.03
2801,-200.0,-195.03
2802,-200.0,-195.03
2803,-200.0,-195.03
2804,-200.0,-195.03
2805,-200.0,-195.03
2806,-200.0,-195.03
2807,-200.0,-195.03
2808,-200.0,-195.03
2809,-200.0,-195.03
2810,-200.0,-195.03
2811,-200.0,-195.03
2812,-200.0,-195.03
2813,-200.0,-195.03
2814,-200.0,-195.03
2815,-200.0,-195.03
2816,-200.0,-195.03
2817,-200.0,-195.03
2818,-200.0,-195.03
2819,-200.0,-195.03
2820,-200.0,-195.03
2821,-200.0,-195.03
2822,-200.0,-195.03
2823,-200.0,-195.03
2824,-200.0,-195.03
2825,-200.0,-195.03
2826,-200.0,-195.03
2827,-200.0,-195.03
2828,-200.0,-195.03
2829,-200.0,-195.1
2830,-200.0,-195.1
2831,-200.0,-195.13
2832,-200.0,-195.18
2833,-200.0,-195.32
2834,-200.0,-195.32
2835,-200.0,-195.32
2836,-200.0,-195.75
2837,-200.0,-195.79
2838,-200.0,-196.17
2839,-200.0,-196.17
2840,-200.0,-196.3
2841,-200.0,-196.31
2842,-200.0,-196.68
2843,-200.0,-196.68
2844,-200.0,-196.68
2845,-200.0,-196.68
2846,-200.0,-196.7
2847,-200.0,-197.13
2848,-200.0,-197.13
2849,-200.0,-197.2
2850,-200.0,-197.36
2851,-200.0,-197.66
2852,-200.0,-197.66
2853,-200.0,-197.66
2854,-200.0,-197.66
2855,-200.0,-197.66
2856,-200.0,-198.06
2857,-200.0,-198.06
2858,-200.0,-198.15
2859,-200.0,-198.32
2860,-200.0,-198.32
2861,-200.0,-198.32
2862,-200.0,-198.72
2863,-200.0,-198.72
2864,-200.0,-198.72
2865,-200.0,-198.72
2866,-200.0,-198.75
2867,-200.0,-199.07
2868,-200.0,-199.07
2869,-200.0,-199.07
2870,-200.0,-199.07
2871,-200.0,-199.07
2872,-200.0,-199.38
2873,-200.0,-199.38
2874,-200.0,-199.38
2875,-200.0,-199.38
2876,-200.0,-199.38
2877,-200.0,-199.38
2878,-200.0,-199.38
2879,-200.0,-199.38
2880,-200.0,-199.38
2881,-200.0,-199.38
2882,-200.0,-199.38
2883,-200.0,-199.62
2884,-200.0,-199.62
2885,-200.0,-199.62
2886,-200.0,-199.62
2887,-200.0,-199.62
2888,-200.0,-199.62
2889,-200.0,-199.62
2890,-200.0,-199.74
2891,-200.0,-200.0
2892,-200.0,-200.0
2893,-200.0,-200.0
2894,-200.0,-200.0
2895,-198.0,-199.98
2896,-200.0,-199.98
2897,-200.0,-199.98
2898,-200.0,-199.98
2899,-200.0,-199.98
2900,-200.0,-199.98
2901,-200.0,-199.98
2902,-200.0,-199.98
2903,-200.0,-199.98
2904,-200.0,-199.98
2905,-200.0,-199.98
2906,-200.0,-199.98
2907,-200.0,-199.98
2908,-200.0,-199.98
2909,-200.0,-199.98
2910,-200.0,-199.98
2911,-200.0,-199.98
2912,-200.0,-199.98
2913,-200.0,-199.98
2914,-200.0,-199.98
2915,-200.0,-199.98
2916,-200.0,-199.98
2917,-200.0,-199.98
2918,-200.0,-199.98
2919,-200.0,-199.98
2920,-200.0,-199.98
2921,-200.0,-199.98
2922,-200.0,-199.98
2923,-200.0,-199.98
2924,-200.0,-199.98
2925,-200.0,-199.98
2926,-200.0,-199.98
2927,-200.0,-199.98
2928,-200.0,-199.98
2929,-200.0,-199.98
2930,-200.0,-199.98
2931,-200.0,-199.98
2932,-200.0,-199.98
2933,-200.0,-199.98
2934,-200.0,-199.98
2935,-172.0,-199.7
2936,-200.0,-199.7
2937,-200.0,-199.7
2938,-163.0,-199.33
2939,-198.0,-199.31
2940,-200.0,-199.31
2941,-200.0,-199.31
2942,-200.0,-199.31
2943,-200.0,-199.31
2944,-164.0,-198.95
2945,-200.0,-198.95
2946,-200.0,-198.95
2947,-200.0,-198.95
2948,-200.0,-198.95
2949,-200.0,-198.95
2950,-200.0,-198.95
2951,-200.0,-198.95
2952,-200.0,-198.95
2953,-200.0,-198.95
2954,-196.0,-198.91
2955,-200.0,-198.91
2956,-200.0,-198.91
2957,-200.0,-198.91
2958,-200.0,-198.91
2959,-200.0,-198.91
2960,-200.0,-198.91
2961,-200.0,-198.91
2962,-200.0,-198.91
2963,-200.0,-198.91
2964,-200.0,-198.91
2965,-200.0,-198.91
2966,-200.0,-198.91
2967,-200.0,-198.91
2968,-200.0,-198.91
2969,-200.0,-198.91
2970,-200.0,-198.91
2971,-200.0,-198.91
2972,-200.0,-198.91
2973,-200.0,-198.91
2974,-200.0,-198.91
2975,-200.0,-198.91
2976,-200.0,-198.91
2977,-200.0,-198.91
2978,-200.0,-198.91
2979,-200.0,-198.91
2980,-200.0,-198.91
2981,-198.0,-198.89
2982,-200.0,-198.89
2983,-200.0,-198.89
2984,-200.0,-198.89
2985,-200.0,-198.89
2986,-169.0,-198.58
2987,-200.0,-198.58
2988,-171.0,-198.29
2989,-200.0,-198.29
2990,-157.0,-197.86
2991,-200.0,-197.86
2992,-189.0,-197.75
2993,-162.0,-197.37
2994,-174.0,-197.11
2995,-200.0,-197.13
2996,-164.0,-196.77
2997,-145.0,-196.22
2998,-200.0,-196.22
2999,-200.0,-196.22
3000,-190.0,-196.12
3001,-200.0,-196.12
3002,-175.0,-195.87
3003,-167.0,-195.54
3004,-200.0,-195.54
3005,-169.0,-195.23
3006,-200.0,-195.23
3007,-200.0,-195.23
3008,-200.0,-195.23
3009,-200.0,-195.23
3010,-171.0,-194.94
3011,-179.0,-194.73
3012,-200.0,-194.73
3013,-200.0,-194.73
3014,-200.0,-194.73
3015,-146.0,-194.19
3016,-200.0,-194.19
3017,-200.0,-194.19
3018,-200.0,-194.19
3019,-200.0,-194.19
3020,-200.0,-194.19
3021,-200.0,-194.19
3022,-200.0,-194.19
3023,-200.0,-194.19
3024,-200.0,-194.19
3025,-200.0,-194.19
3026,-200.0,-194.19
3027,-200.0,-194.19
3028,-200.0,-194.19
3029,-194.0,-194.13
3030,-186.0,-193.99
3031,-200.0,-193.99
3032,-200.0,-193.99
3033,-200.0,-193.99
3034,-200.0,-193.99
3035,-200.0,-194.27
3036,-200.0,-194.27
3037,-200.0,-194.27
3038,-200.0,-194.64
3039,-200.0,-194.66
3040,-200.0,-194.66
3041,-200.0,-194.66
3042,-200.0,-194.66
3043,-200.0,-194.66
3044,-200.0,-195.02
3045,-200.0,-195.02
3046,-200.0,-195.02
3047,-200.0,-195.02
3048,-200.0,-195.02
3049,-200.0,-195.02
3050,-200.0,-195.02
3051,-200.0,-195.02
3052,-200.0,-195.02
3053,-200.0,-195.02
3054,-200.0,-195.06
3055,-200.0,-195.06
3056,-200.0,-195.06
3057,-200.0,-195.06
3058,-200.0,-195.06
3059,-200.0,-195.06
3060,-200.0,-195.06
3061,-200.0,-195.06
3062,-200.0,-195.06
3063,-199.0,-195.05
3064,-156.0,-194.61
3065,-200.0,-194.61
3066,-200.0,-194.61
3067,-200.0,-194.61
3068,-195.0,-194.56
3069,-200.0,-194.56
3070,-200.0,-194.56
3071,-200.0,-194.56
3072,-200.0,-194.56
3073,-160.0,-194.16
3074,-199.0,-194.15
3075,-200.0,-194.15
3076,-200.0,-194.15
3077,-200.0,-194.15
3078,-200.0,-194.15
3079,-200.0,-194.15
3080,-200.0,-194.15
3081,-176.0,-193.93
3082,-192.0,-193.85
3083,-178.0,-193.63
3084,-191.0,-193.54
3085,-170.0,-193.24
3086,-192.0,-193.47
3087,-196.0,-193.43
3088,-195.0,-193.67
3089,-200.0,-193.67
3090,-159.0,-193.69
3091,-171.0,-193.4
3092,-163.0,-193.14
3093,-200.0,-193.52
3094,-200.0,-193.78
3095,-160.0,-193.38
3096,-200.0,-193.74
3097,-200.0,-194.29
3098,-200.0,-194.29
3099,-200.0,-194.29
3100,-200.0,-194.39
3101,-200.0,-194.39
3102,-200.0,-194.64
3103,-200.0,-194.97
3104,-146.0,-194.43
3105,-200.0,-194.74
3106,-200.0,-194.74
3107,-200.0,-194.74
3108,-200.0,-194.74
3109,-199.0,-194.73
3110,-200.0,-195.02
3111,-200.0,-195.23
3112,-200.0,-195.23
3113,-187.0,-195.1
3114,-200.0,-195.1
3115,-197.0,-195.61
3116,-200.0,-195.61
3117,-190.0,-195.51
3118,-195.0,-195.46
3119,-200.0,-195.46
3120,-200.0,-195.46
3121,-200.0,-195.46
3122,-193.0,-195.39
3123,-194.0,-195.33
3124,-200.0,-195.33
3125,-194.0,-195.27
3126,-200.0,-195.27
3127,-200.0,-195.27
3128,-200.0,-195.27
3129,-200.0,-195.33
3130,-200.0,-195.47
3131,-200.0,-195.47
3132,-193.0,-195.4
3133,-200.0,-195.4
3134,-200.0,-195.4
3135,-191.0,-195.31
3136,-200.0,-195.31
3137,-196.0,-195.27
3138,-200.0,-195.27
3139,-195.0,-195.22
3140,-200.0,-195.22
3141,-200.0,-195.22
3142,-200.0,-195.22
3143,-200.0,-195.22
3144,-200.0,-195.22
3145,-199.0,-195.21
3146,-200.0,-195.21
3147,-200.0,-195.21
3148,-200.0,-195.21
3149,-200.0,-195.21
3150,-200.0,-195.21
3151,-177.0,-194.98
3152,-200.0,-194.98
3153,-200.0,-194.98
3154,-192.0,-194.9
3155,-190.0,-194.8
3156,-200.0,-194.8
3157,-200.0,-194.8
3158,-190.0,-194.7
3159,-200.0,-194.7
3160,-200.0,-194.7
3161,-157.0,-194.27
3162,-164.0,-193.91
3163,-200.0,-193.92
3164,-153.0,-193.89
3165,-200.0,-193.89
3166,-189.0,-193.78
3167,-200.0,-193.78
3168,-194.0,-193.77
3169,-200.0,-193.77
3170,-200.0,-193.77
3171,-200.0,-193.77
3172,-200.0,-193.77
3173,-200.0,-194.17
3174,-176.0,-193.94
3175,-200.0,-193.94
3176,-200.0,-193.94
3177,-200.0,-193.94
3178,-157.0,-193.51
3179,-177.0,-193.28
3180,-154.0,-192.82
3181,-200.0,-193.06
3182,-200.0,-193.14
3183,-200.0,-193.36
3184,-159.0,-193.04
3185,-200.0,-193.34
3186,-155.0,-192.97
3187,-200.0,-193.01
3188,-200.0,-193.06
3189,-200.0,-193.06
3190,-200.0,-193.47
3191,-200.0,-193.76
3192,-200.0,-194.13
3193,-200.0,-194.13
3194,-200.0,-194.13
3195,-200.0,-194.53
3196,-200.0,-194.53
3197,-200.0,-194.53
3198,-200.0,-194.53
3199,-200.0,-194.53
3200,-200.0,-194.53
3201,-200.0,-194.53
3202,-200.0,-194.53
3203,-199.0,-194.52
3204,-195.0,-195.01
3205,-190.0,-194.91
3206,-186.0,-194.77
3207,-178.0,-194.55
3208,-189.0,-194.44
3209,-157.0,-194.02
3210,-159.0,-193.61
3211,-200.0,-193.61
3212,-200.0,-193.61
3213,-178.0,-193.52
3214,-157.0,-193.09
3215,-187.0,-192.99
3216,-200.0,-192.99
3217,-184.0,-192.93
3218,-162.0,-192.6
3219,-200.0,-192.6
3220,-200.0,-192.6
3221,-163.0,-192.23
3222,-200.0,-192.3
3223,-200.0,-192.36
3224,-191.0,-192.27
3225,-200.0,-192.33
3226,-200.0,-192.33
3227,-184.0,-192.17
3228,-182.0,-191.99
3229,-193.0,-191.92
3230,-175.0,-191.67
3231,-173.0,-191.4
3232,-200.0,-191.47
3233,-200.0,-191.47
3234,-200.0,-191.47
3235,-153.0,-191.09
3236,-154.0,-190.63
3237,-200.0,-190.67
3238,-200.0,-190.67
3239,-163.0,-190.35
3240,-156.0,-189.91
3241,-159.0,-189.5
3242,-168.0,-189.18
3243,-154.0,-188.72
3244,-154.0,-188.26
3245,-156.0,-187.83
3246,-181.0,-187.64
3247,-193.0,-187.57
3248,-155.0,-187.12
3249,-186.0,-186.98
3250,-161.0,-186.59
3251,-153.0,-186.35
3252,-147.0,-185.82
3253,-200.0,-185.82
3254,-184.0,-185.74
3255,-154.0,-185.38
3256,-153.0,-184.91
3257,-154.0,-184.45
3258,-191.0,-184.46
3259,-157.0,-184.03
3260,-181.0,-183.84
3261,-182.0,-184.09
3262,-182.0,-184.27
3263,-200.0,-184.27
3264,-188.0,-184.62
3265,-187.0,-184.49
3266,-190.0,-184.5
3267,-174.0,-184.24
3268,-191.0,-184.21
3269,-154.0,-183.75
3270,-170.0,-183.45
3271,-159.0,-183.04
3272,-177.0,-182.81
3273,-180.0,-182.61
3274,-156.0,-182.41
3275,-200.0,-182.41
3276,-171.0,-182.12
3277,-184.0,-181.96
3278,-200.0,-182.39
3279,-165.0,-182.27
3280,-200.0,-182.73
3281,-159.0,-182.32
3282,-149.0,-181.81
3283,-200.0,-181.81
3284,-165.0,-181.87
3285,-200.0,-181.87
3286,-200.0,-182.32
3287,-200.0,-182.32
3288,-200.0,-182.32
3289,-200.0,-182.32
3290,-200.0,-182.32
3291,-200.0,-182.32
3292,-200.0,-182.32
3293,-200.0,-182.32
3294,-200.0,-182.32
3295,-200.0,-182.32
3296,-200.0,-182.32
3297,-200.0,-182.32
3298,-200.0,-182.32
3299,-200.0,-182.32
3300,-200.0,-182.32
3301,-200.0,-182.32
3302,-200.0,-182.32
3303,-200.0,-182.33
3304,-200.0,-182.38
3305,-200.0,-182.48
3306,-200.0,-182.62
3307,-197.0,-182.81
3308,-200.0,-182.92
3309,-200.0,-183.35
3310,-200.0,-183.76
3311,-200.0,-183.76
3312,-157.0,-183.33
3313,-165.0,-183.2
3314,-200.0,-183.63
3315,-200.0,-183.76
3316,-200.0,-183.76
3317,-200.0,-183.92
3318,-200.0,-184.3
3319,-200.0,-184.3
3320,-200.0,-184.3
3321,-200.0,-184.67
3322,-200.0,-184.67
3323,-200.0,-184.67
3324,-197.0,-184.73
3325,-200.0,-184.73
3326,-197.0,-184.7
3327,-200.0,-184.86
3328,-200.0,-185.04
3329,-200.0,-185.11
3330,-200.0,-185.36
3331,-200.0,-185.63
3332,-200.0,-185.63
3333,-200.0,-185.63
3334,-200.0,-185.63
3335,-200.0,-186.1
3336,-200.0,-186.56
3337,-200.0,-186.56
3338,-168.0,-186.24
3339,-200.0,-186.61
3340,-167.0,-186.72
3341,-160.0,-186.73
3342,-200.0,-187.05
3343,-166.0,-187.17
3344,-200.0,-187.63
3345,-200.0,-188.07
3346,-200.0,-188.26
3347,-200.0,-188.33
3348,-161.0,-188.39
3349,-162.0,-188.15
3350,-148.0,-188.02
3351,-157.0,-188.06
3352,-197.0,-188.56
3353,-200.0,-188.56
3354,-199.0,-188.71
3355,-200.0,-189.17
3356,-196.0,-189.6
3357,-200.0,-190.06
3358,-160.0,-189.75
3359,-195.0,-190.13
3360,-200.0,-190.32
3361,-200.0,-190.5
3362,-164.0,-190.32
3363,-166.0,-189.98
3364,-158.0,-189.68
3365,-160.0,-189.41
3366,-168.0,-189.19
3367,-165.0,-189.1
3368,-200.0,-189.19
3369,-200.0,-189.65
3370,-200.0,-189.95
3371,-168.0,-190.04
3372,-200.0,-190.27
3373,-200.0,-190.47
3374,-200.0,-190.91
3375,-200.0,-190.91
3376,-200.0,-191.2
3377,-167.0,-191.03
3378,-200.0,-191.03
3379,-169.0,-191.07
3380,-200.0,-191.07
3381,-200.0,-191.48
3382,-200.0,-191.99
3383,-197.0,-191.96
3384,-200.0,-192.31
3385,-159.0,-191.9
3386,-177.0,-191.67
3387,-162.0,-191.29
3388,-168.0,-190.97
3389,-200.0,-190.97
3390,-193.0,-190.9
3391,-155.0,-190.45
3392,-200.0,-190.45
3393,-160.0,-190.05
3394,-165.0,-189.7
3395,-193.0,-189.63
3396,-193.0,-189.56
3397,-200.0,-189.56
3398,-164.0,-189.2
3399,-200.0,-189.2
3400,-200.0,-189.2
3401,-150.0,-188.7
3402,-158.0,-188.28
3403,-200.0,-188.28
3404,-200.0,-188.28
3405,-200.0,-188.28
3406,-195.0,-188.23
3407,-160.0,-187.86
3408,-200.0,-187.86
3409,-160.0,-187.46
3410,-151.0,-186.97
3411,-200.0,-186.97
3412,-200.0,-187.4
3413,-161.0,-187.36
3414,-162.0,-186.98
3415,-200.0,-186.98
3416,-200.0,-186.98
3417,-200.0,-186.98
3418,-200.0,-186.98
3419,-200.0,-186.98
3420,-144.0,-186.42
3421,-200.0,-186.42
3422,-200.0,-186.42
3423,-200.0,-186.42
3424,-197.0,-186.42
3425,-200.0,-186.42
3426,-200.0,-186.45
3427,-197.0,-186.42
3428,-196.0,-186.38
3429,-200.0,-186.38
3430,-200.0,-186.38
3431,-200.0,-186.38
3432,-200.0,-186.38
3433,-200.0,-186.38
3434,-200.0,-186.38
3435,-200.0,-186.38
3436,-200.0,-186.38
3437,-200.0,-186.38
3438,-193.0,-186.63
3439,-200.0,-186.63
3440,-163.0,-186.59
3441,-200.0,-186.99
3442,-200.0,-186.99
3443,-200.0,-187.33
3444,-161.0,-186.94
3445,-200.0,-186.94
3446,-184.0,-186.78
3447,-200.0,-186.78
3448,-199.0,-187.16
3449,-162.0,-187.16
3450,-161.0,-187.29
3451,-200.0,-187.72
3452,-200.0,-187.75
3453,-200.0,-187.75
3454,-165.0,-187.41
3455,-156.0,-186.97
3456,-200.0,-187.01
3457,-200.0,-187.01
3458,-200.0,-187.41
3459,-158.0,-187.04
3460,-148.0,-186.52
3461,-200.0,-186.52
3462,-200.0,-186.88
3463,-174.0,-186.96
3464,-200.0,-187.38
3465,-188.0,-187.66
3466,-193.0,-187.91
3467,-200.0,-188.26
3468,-200.0,-188.26
3469,-160.0,-187.86
3470,-189.0,-187.75
3471,-200.0,-188.07
3472,-187.0,-187.94
3473,-200.0,-187.94
3474,-200.0,-187.94
3475,-200.0,-187.94
3476,-159.0,-187.53
3477,-200.0,-187.86
3478,-155.0,-187.41
3479,-160.0,-187.32
3480,-200.0,-187.32
3481,-200.0,-187.32
3482,-164.0,-186.96
3483,-200.0,-186.99
3484,-200.0,-186.99
3485,-200.0,-187.4
3486,-161.0,-187.24
3487,-161.0,-187.23
3488,-158.0,-187.13
3489,-156.0,-186.69
3490,-150.0,-186.26
3491,-200.0,-186.71
3492,-166.0,-186.37
3493,-150.0,-186.27
3494,-200.0,-186.62
3495,-200.0,-186.69
3496,-200.0,-186.76
3497,-200.0,-186.76
3498,-200.0,-187.12
3499,-200.0,-187.12
3500,-200.0,-187.12
3501,-200.0,-187.62
3502,-200.0,-188.04
3503,-200.0,-188.04
3504,-200.0,-188.04
3505,-155.0,-187.59
3506,-200.0,-187.64
3507,-200.0,-188.04
3508,-200.0,-188.04
3509,-200.0,-188.44
3510,-183.0,-188.76
3511,-200.0,-188.76
3512,-200.0,-188.76
3513,-198.0,-189.13
3514,-200.0,-189.51
3515,-200.0,-189.51
3516,-200.0,-189.51
3517,-200.0,-189.51
3518,-200.0,-189.51
3519,-200.0,-189.51
3520,-200.0,-190.07
3521,-196.0,-190.03
3522,-200.0,-190.03
3523,-174.0,-189.77
3524,-200.0,-189.8
3525,-193.0,-189.73
3526,-200.0,-189.73
3527,-167.0,-189.43
3528,-196.0,-189.43
3529,-200.0,-189.43
3530,-193.0,-189.36
3531,-170.0,-189.06
3532,-176.0,-188.82
3533,-185.0,-188.67
3534,-200.0,-188.67
3535,-159.0,-188.26
3536,-199.0,-188.25
3537,-163.0,-187.88
3538,-200.0,-187.95
3539,-200.0,-187.95
3540,-200.0,-188.32
3541,-172.0,-188.04
3542,-200.0,-188.04
3543,-200.0,-188.04
3544,-200.0,-188.43
3545,-191.0,-188.34
3546,-182.0,-188.32
3547,-193.0,-188.25
3548,-200.0,-188.26
3549,-200.0,-188.64
3550,-200.0,-189.03
3551,-188.0,-188.91
3552,-199.0,-188.9
3553,-166.0,-188.56
3554,-200.0,-188.91
3555,-200.0,-189.35
3556,-200.0,-189.35
3557,-200.0,-189.35
3558,-194.0,-189.29
3559,-155.0,-189.26
3560,-200.0,-189.78
3561,-163.0,-189.41
3562,-200.0,-189.41
3563,-165.0,-189.32
3564,-200.0,-189.32
3565,-200.0,-189.44
3566,-200.0,-189.51
3567,-193.0,-189.44
3568,-199.0,-189.43
3569,-194.0,-189.77
3570,-164.0,-189.52
3571,-184.0,-189.36
3572,-159.0,-189.08
3573,-172.0,-188.8
3574,-200.0,-188.8
3575,-200.0,-188.8
3576,-175.0,-188.96
3577,-172.0,-188.68
3578,-200.0,-189.13
3579,-200.0,-189.53
3580,-170.0,-189.23
3581,-168.0,-188.91
3582,-200.0,-189.27
3583,-164.0,-188.91
3584,-160.0,-188.51
3585,-158.0,-188.09
3586,-159.0,-188.07
3587,-200.0,-188.46
3588,-165.0,-188.53
3589,-159.0,-188.56
3590,-200.0,-189.06
3591,-200.0,-189.06
3592,-164.0,-189.04
3593,-174.0,-189.28
3594,-200.0,-189.28
3595,-200.0,-189.28
3596,-200.0,-189.28
3597,-200.0,-189.28
3598,-160.0,-188.88
3599,-162.0,-188.5
3600,-181.0,-188.31
3601,-200.0,-188.31
3602,-200.0,-188.31
3603,-200.0,-188.31
3604,-200.0,-188.31
3605,-200.0,-188.76
3606,-196.0,-188.72
3607,-200.0,-188.72
3608,-200.0,-188.72
3609,-200.0,-188.72
3610,-200.0,-188.89
3611,-200.0,-188.89
3612,-200.0,-188.89
3613,-200.0,-188.91
3614,-158.0,-188.49
3615,-200.0,-188.49
3616,-165.0,-188.14
3617,-200.0,-188.14
3618,-157.0,-187.71
3619,-200.0,-187.71
3620,-161.0,-187.32
3621,-200.0,-187.36
3622,-161.0,-186.97
3623,-176.0,-186.99
3624,-200.0,-186.99
3625,-200.0,-187.06
3626,-200.0,-187.06
3627,-200.0,-187.39
3628,-200.0,-187.43
3629,-200.0,-187.43
3630,-200.0,-187.5
3631,-200.0,-187.8
3632,-200.0,-188.04
3633,-200.0,-188.19
3634,-200.0,-188.19
3635,-200.0,-188.6
3636,-200.0,-188.61
3637,-200.0,-188.98
3638,-200.0,-188.98
3639,-200.0,-188.98
3640,-200.0,-188.98
3641,-200.0,-189.26
3642,-200.0,-189.26
3643,-200.0,-189.26
3644,-200.0,-189.26
3645,-200.0,-189.35
3646,-200.0,-189.53
3647,-200.0,-189.6
3648,-200.0,-189.6
3649,-200.0,-189.6
3650,-200.0,-189.6
3651,-200.0,-189.72
3652,-200.0,-189.73
3653,-200.0,-190.07
3654,-200.0,-190.07
3655,-200.0,-190.07
3656,-200.0,-190.07
3657,-200.0,-190.07
3658,-200.0,-190.13
3659,-200.0,-190.58
3660,-200.0,-190.58
3661,-200.0,-190.95
3662,-200.0,-190.95
3663,-200.0,-191.3
3664,-200.0,-191.3
3665,-200.0,-191.3
3666,-200.0,-191.3
3667,-200.0,-191.37
3668,-200.0,-191.38
3669,-200.0,-191.44
3670,-200.0,-191.8
3671,-200.0,-191.96
3672,-200.0,-192.37
3673,-200.0,-192.65
3674,-200.0,-192.65
3675,-200.0,-192.65
3676,-200.0,-192.9
3677,-200.0,-193.18
3678,-200.0,-193.18
3679,-200.0,-193.18
3680,-200.0,-193.48
3681,-197.0,-193.77
3682,-200.0,-193.77
3683,-200.0,-194.13
3684,-200.0,-194.53
3685,-200.0,-194.95
3686,-200.0,-195.36
3687,-200.0,-195.36
3688,-200.0,-195.71
3689,-200.0,-196.12
3690,-200.0,-196.12
3691,-200.0,-196.12
3692,-200.0,-196.48
3693,-200.0,-196.74
3694,-200.0,-196.74
3695,-200.0,-196.74
3696,-200.0,-196.74
3697,-200.0,-196.74
3698,-200.0,-197.14
3699,-200.0,-197.52
3700,-200.0,-197.71
3701,-200.0,-197.71
3702,-200.0,-197.71
3703,-200.0,-197.71
3704,-200.0,-197.71
3705,-198.0,-197.69
3706,-200.0,-197.73
3707,-200.0,-197.73
3708,-199.0,-197.72
3709,-200.0,-197.72
3710,-200.0,-197.72
3711,-200.0,-197.72
3712,-200.0,-197.72
3713,-200.0,-197.72
3714,-200.0,-198.14
3715,-200.0,-198.14
3716,-200.0,-198.49
3717,-198.0,-198.47
3718,-200.0,-198.9
3719,-200.0,-198.9
3720,-200.0,-199.29
3721,-197.0,-199.26
3722,-200.0,-199.65
3723,-198.0,-199.87
3724,-200.0,-199.87
3725,-200.0,-199.87
3726,-200.0,-199.87
3727,-195.0,-199.82
3728,-200.0,-199.82
3729,-200.0,-199.82
3730,-192.0,-199.74
3731,-200.0,-199.74
3732,-200.0,-199.74
3733,-200.0,-199.74
3734,-200.0,-199.74
3735,-167.0,-199.41
3736,-165.0,-199.06
3737,-200.0,-199.06
3738,-200.0,-199.06
3739,-200.0,-199.06
3740,-200.0,-199.06
3741,-200.0,-199.06
3742,-200.0,-199.06
3743,-200.0,-199.06
3744,-163.0,-198.69
3745,-200.0,-198.69
3746,-193.0,-198.62
3747,-200.0,-198.62
3748,-155.0,-198.17
3749,-156.0,-197.73
3750,-163.0,-197.36
3751,-162.0,-196.98
3752,-165.0,-196.63
3753,-177.0,-196.4
3754,-176.0,-196.16
3755,-167.0,-195.83
3756,-161.0,-195.44
3757,-200.0,-195.44
3758,-164.0,-195.08
3759,-198.0,-195.06
3760,-169.0,-194.75
3761,-200.0,-194.75
3762,-170.0,-194.45
3763,-162.0,-194.07
3764,-184.0,-193.91
3765,-200.0,-193.91
3766,-200.0,-193.91
3767,-164.0,-193.55
3768,-200.0,-193.55
3769,-197.0,-193.52
3770,-200.0,-193.52
3771,-172.0,-193.24
3772,-193.0,-193.17
3773,-200.0,-193.17
3774,-200.0,-193.17
3775,-200.0,-193.17
3776,-192.0,-193.09
3777,-200.0,-193.09
3778,-159.0,-192.68
3779,-161.0,-192.29
3780,-167.0,-191.96
3781,-166.0,-191.65
3782,-195.0,-191.6
3783,-164.0,-191.24
3784,-200.0,-191.24
3785,-194.0,-191.18
3786,-168.0,-190.86
3787,-194.0,-190.8
3788,-160.0,-190.4
3789,-196.0,-190.36
3790,-191.0,-190.27
3791,-199.0,-190.26
